time	label	finDynamicsBlock.rate			finDynamicsBlock.&pFin.angle[0]	finDynamicsBlock.&pFin.angle[1]	finDynamicsBlock.&pFin.angle[2]	engineDynamicsBlock.&p.force[0]	engineDynamicsBlock.&p.force[1]	engineDynamicsBlock.&p.force[2]	engineDynamicsBlock.&p.moment[0]	engineDynamicsBlock.&p.moment[1]	engineDynamicsBlock.&p.moment[2]	engineDynamicsBlock.&p.velocity[0]	engineDynamicsBlock.&p.velocity[1]	engineDynamicsBlock.&p.velocity[2]	engineDynamicsBlock.&p.rate[0]	engineDynamicsBlock.&p.rate[1]	engineDynamicsBlock.&p.rate[2]	engineDynamicsBlock.&p.position[0]	engineDynamicsBlock.&p.position[1]	engineDynamicsBlock.&p.position[2]	engineDynamicsBlock.&p.angle[0]	engineDynamicsBlock.&p.angle[1]	engineDynamicsBlock.&p.angle[2]	bodyDynamicsBlock.&p.force[0]	bodyDynamicsBlock.&p.force[1]	bodyDynamicsBlock.&p.force[2]	bodyDynamicsBlock.&p.moment[0]	bodyDynamicsBlock.&p.moment[1]	bodyDynamicsBlock.&p.moment[2]	bodyDynamicsBlock.&p.velocity[0]	bodyDynamicsBlock.&p.velocity[1]	bodyDynamicsBlock.&p.velocity[2]	bodyDynamicsBlock.&p.rate[0]	bodyDynamicsBlock.&p.rate[1]	bodyDynamicsBlock.&p.rate[2]	bodyDynamicsBlock.&p.position[0]	bodyDynamicsBlock.&p.position[1]	bodyDynamicsBlock.&p.position[2]	bodyDynamicsBlock.&p.angle[0]	bodyDynamicsBlock.&p.angle[1]	bodyDynamicsBlock.&p.angle[2]	atmosphereBlock.&pAtmo.airDensity[0]	atmosphereBlock.&pAtmo.speedOfSound[0]	atmosphereBlock.&ph.height[0]	aeroFrameBlock.&p.force[0]	aeroFrameBlock.&p.force[1]	aeroFrameBlock.&p.force[2]	aeroFrameBlock.&p.moment[0]	aeroFrameBlock.&p.moment[1]	aeroFrameBlock.&p.moment[2]	aeroFrameBlock.&p.velocity[0]	aeroFrameBlock.&p.velocity[1]	aeroFrameBlock.&p.velocity[2]	aeroFrameBlock.&p.rate[0]	aeroFrameBlock.&p.rate[1]	aeroFrameBlock.&p.rate[2]	aeroFrameBlock.&p.position[0]	aeroFrameBlock.&p.position[1]	aeroFrameBlock.&p.position[2]	aeroFrameBlock.&p.angle[0]	aeroFrameBlock.&p.angle[1]	aeroFrameBlock.&p.angle[2]	aeroFrameBlock.&ph.height[0]	aeroDynamicsBlock.Cx_alpha	aeroDynamicsBlock.Cz_alpha	aeroDynamicsBlock.Cm_alpha	aeroDynamicsBlock.AoA	aeroDynamicsBlock.SSA	aeroDynamicsBlock.V	aeroDynamicsBlock.Mach	aeroDynamicsBlock.&p.force[0]	aeroDynamicsBlock.&p.force[1]	aeroDynamicsBlock.&p.force[2]	aeroDynamicsBlock.&p.moment[0]	aeroDynamicsBlock.&p.moment[1]	aeroDynamicsBlock.&p.moment[2]	aeroDynamicsBlock.&p.velocity[0]	aeroDynamicsBlock.&p.velocity[1]	aeroDynamicsBlock.&p.velocity[2]	aeroDynamicsBlock.&p.rate[0]	aeroDynamicsBlock.&p.rate[1]	aeroDynamicsBlock.&p.rate[2]	aeroDynamicsBlock.&p.position[0]	aeroDynamicsBlock.&p.position[1]	aeroDynamicsBlock.&p.position[2]	aeroDynamicsBlock.&p.angle[0]	aeroDynamicsBlock.&p.angle[1]	aeroDynamicsBlock.&p.angle[2]	aeroDynamicsBlock.&pAtmosphere.airDensity[0]	aeroDynamicsBlock.&pAtmosphere.speedOfSound[0]	aeroDynamicsBlock.&pFin.angle[0]	aeroDynamicsBlock.&pFin.angle[1]	aeroDynamicsBlock.&pFin.angle[2]	
0.523	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.791	0	83.243	0	0.144991	0	517.514	0	-3049.98	0	0.100606	0	-4315.65	0	15355.3	0	72.1908	0	990.791	0	83.243	0	0.144991	0	517.514	0	-3049.98	0	0.100606	0	0.90459	328.856	-3049.98	-201.019	0	1991.34	0	0	0	990.791	0	83.243	0	0.144991	0	517.514	0	-3049.98	0	0.100606	0	-3049.98	-0.3	-1.01469	-0.165687	0.0838198	0	994.281	3.02346	-5483.33	0	-17346.6	0	-72.1908	0	990.791	0	83.243	0	0.144991	0	517.514	0	-3049.98	0	0.100606	0	0.90459	328.856	0	-0.0336907	0	
0.524	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.8	0	83.3112	0	0.1447	0	518.508	0	-3050	0	0.10075	0	-4315.21	0	15373.4	0	71.8921	0	990.8	0	83.3112	0	0.1447	0	518.508	0	-3050	0	0.10075	0	0.904589	328.855	-3050	-201.307	0	1991.31	0	0	0	990.8	0	83.3112	0	0.1447	0	518.508	0	-3050	0	0.10075	0	-3050	-0.3	-1.01565	-0.166115	0.0838874	0	994.296	3.0235	-5483.48	0	-17364.7	0	-71.8921	0	990.8	0	83.3112	0	0.1447	0	518.508	0	-3050	0	0.10075	0	0.904589	328.855	0	-0.0336907	0	
0.525	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.809	0	83.379	0	0.14441	0	519.502	0	-3050.02	0	0.100895	0	-4314.77	0	15391.4	0	71.5928	0	990.809	0	83.379	0	0.14441	0	519.502	0	-3050.02	0	0.100895	0	0.904587	328.855	-3050.02	-201.595	0	1991.28	0	0	0	990.809	0	83.379	0	0.14441	0	519.502	0	-3050.02	0	0.100895	0	-3050.02	-0.3	-1.01661	-0.166542	0.0839546	0	994.311	3.02355	-5483.64	0	-17382.7	0	-71.5928	0	990.809	0	83.379	0	0.14441	0	519.502	0	-3050.02	0	0.100895	0	0.904587	328.855	0	-0.0336907	0	
0.526	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.818	0	83.4464	0	0.144121	0	520.496	0	-3050.03	0	0.101039	0	-4314.33	0	15409.4	0	71.2936	0	990.818	0	83.4464	0	0.144121	0	520.496	0	-3050.03	0	0.101039	0	0.904586	328.855	-3050.03	-201.882	0	1991.25	0	0	0	990.818	0	83.4464	0	0.144121	0	520.496	0	-3050.03	0	0.101039	0	-3050.03	-0.3	-1.01756	-0.166966	0.0840215	0	994.326	3.0236	-5483.79	0	-17400.6	0	-71.2936	0	990.818	0	83.4464	0	0.144121	0	520.496	0	-3050.03	0	0.101039	0	0.904586	328.855	0	-0.0336907	0	
0.527	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.827	0	83.5135	0	0.143834	0	521.49	0	-3050.05	0	0.101183	0	-4313.89	0	15427.2	0	70.9943	0	990.827	0	83.5135	0	0.143834	0	521.49	0	-3050.05	0	0.101183	0	0.904584	328.855	-3050.05	-202.169	0	1991.23	0	0	0	990.827	0	83.5135	0	0.143834	0	521.49	0	-3050.05	0	0.101183	0	-3050.05	-0.3	-1.01851	-0.167388	0.0840879	0	994.34	3.02364	-5483.94	0	-17418.4	0	-70.9943	0	990.827	0	83.5135	0	0.143834	0	521.49	0	-3050.05	0	0.101183	0	0.904584	328.855	0	-0.0336907	0	
0.528	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.836	0	83.5803	0	0.143548	0	522.485	0	-3050.07	0	0.101327	0	-4313.45	0	15444.9	0	70.695	0	990.836	0	83.5803	0	0.143548	0	522.485	0	-3050.07	0	0.101327	0	0.904583	328.855	-3050.07	-202.455	0	1991.2	0	0	0	990.836	0	83.5803	0	0.143548	0	522.485	0	-3050.07	0	0.101327	0	-3050.07	-0.3	-1.01945	-0.167808	0.084154	0	994.355	3.02369	-5484.1	0	-17436.1	0	-70.695	0	990.836	0	83.5803	0	0.143548	0	522.485	0	-3050.07	0	0.101327	0	0.904583	328.855	0	-0.0336907	0	
0.529	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.845	0	83.6466	0	0.143263	0	523.479	0	-3050.09	0	0.10147	0	-4313.01	0	15462.6	0	70.3956	0	990.845	0	83.6466	0	0.143263	0	523.479	0	-3050.09	0	0.10147	0	0.904581	328.855	-3050.09	-202.741	0	1991.17	0	0	0	990.845	0	83.6466	0	0.143263	0	523.479	0	-3050.09	0	0.10147	0	-3050.09	-0.3	-1.02039	-0.168226	0.0842197	0	994.37	3.02373	-5484.25	0	-17453.8	0	-70.3956	0	990.845	0	83.6466	0	0.143263	0	523.479	0	-3050.09	0	0.10147	0	0.904581	328.855	0	-0.0336907	0	
0.53	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.854	0	83.7126	0	0.142979	0	524.473	0	-3050.1	0	0.101613	0	-4312.57	0	15480.1	0	70.0964	0	990.854	0	83.7126	0	0.142979	0	524.473	0	-3050.1	0	0.101613	0	0.904579	328.855	-3050.1	-203.026	0	1991.14	0	0	0	990.854	0	83.7126	0	0.142979	0	524.473	0	-3050.1	0	0.101613	0	-3050.1	-0.3	-1.02132	-0.168641	0.0842851	0	994.384	3.02378	-5484.4	0	-17471.3	0	-70.0964	0	990.854	0	83.7126	0	0.142979	0	524.473	0	-3050.1	0	0.101613	0	0.904579	328.855	0	-0.0336907	0	
0.531	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.864	0	83.7782	0	0.142696	0	525.467	0	-3050.12	0	0.101756	0	-4312.14	0	15497.6	0	69.7972	0	990.864	0	83.7782	0	0.142696	0	525.467	0	-3050.12	0	0.101756	0	0.904578	328.855	-3050.12	-203.31	0	1991.11	0	0	0	990.864	0	83.7782	0	0.142696	0	525.467	0	-3050.12	0	0.101756	0	-3050.12	-0.3	-1.02225	-0.169055	0.0843501	0	994.399	3.02382	-5484.55	0	-17488.7	0	-69.7972	0	990.864	0	83.7782	0	0.142696	0	525.467	0	-3050.12	0	0.101756	0	0.904578	328.855	0	-0.0336907	0	
0.532	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.873	0	83.8435	0	0.142415	0	526.461	0	-3050.14	0	0.101899	0	-4311.7	0	15515	0	69.498	0	990.873	0	83.8435	0	0.142415	0	526.461	0	-3050.14	0	0.101899	0	0.904576	328.855	-3050.14	-203.594	0	1991.08	0	0	0	990.873	0	83.8435	0	0.142415	0	526.461	0	-3050.14	0	0.101899	0	-3050.14	-0.3	-1.02317	-0.169467	0.0844147	0	994.414	3.02387	-5484.7	0	-17506.1	0	-69.498	0	990.873	0	83.8435	0	0.142415	0	526.461	0	-3050.14	0	0.101899	0	0.904576	328.855	0	-0.0336907	0	
0.533	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.882	0	83.9084	0	0.142135	0	527.456	0	-3050.15	0	0.102041	0	-4311.27	0	15532.3	0	69.1986	0	990.882	0	83.9084	0	0.142135	0	527.456	0	-3050.15	0	0.102041	0	0.904574	328.855	-3050.15	-203.877	0	1991.05	0	0	0	990.882	0	83.9084	0	0.142135	0	527.456	0	-3050.15	0	0.102041	0	-3050.15	-0.3	-1.02409	-0.169876	0.0844789	0	994.428	3.02391	-5484.86	0	-17523.3	0	-69.1986	0	990.882	0	83.9084	0	0.142135	0	527.456	0	-3050.15	0	0.102041	0	0.904574	328.855	0	-0.0336907	0	
0.534	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.891	0	83.9729	0	0.141856	0	528.45	0	-3050.17	0	0.102183	0	-4310.83	0	15549.4	0	68.8992	0	990.891	0	83.9729	0	0.141856	0	528.45	0	-3050.17	0	0.102183	0	0.904573	328.855	-3050.17	-204.16	0	1991.02	0	0	0	990.891	0	83.9729	0	0.141856	0	528.45	0	-3050.17	0	0.102183	0	-3050.17	-0.3	-1.025	-0.170284	0.0845428	0	994.443	3.02396	-5485.01	0	-17540.5	0	-68.8992	0	990.891	0	83.9729	0	0.141856	0	528.45	0	-3050.17	0	0.102183	0	0.904573	328.855	0	-0.0336907	0	
0.535	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.9	0	84.0371	0	0.141578	0	529.444	0	-3050.19	0	0.102325	0	-4310.4	0	15566.5	0	68.5999	0	990.9	0	84.0371	0	0.141578	0	529.444	0	-3050.19	0	0.102325	0	0.904571	328.855	-3050.19	-204.442	0	1990.99	0	0	0	990.9	0	84.0371	0	0.141578	0	529.444	0	-3050.19	0	0.102325	0	-3050.19	-0.3	-1.02591	-0.170689	0.0846063	0	994.458	3.024	-5485.16	0	-17557.5	0	-68.5999	0	990.9	0	84.0371	0	0.141578	0	529.444	0	-3050.19	0	0.102325	0	0.904571	328.855	0	-0.0336907	0	
0.536	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.91	0	84.1009	0	0.141301	0	530.439	0	-3050.21	0	0.102466	0	-4309.97	0	15583.5	0	68.3006	0	990.91	0	84.1009	0	0.141301	0	530.439	0	-3050.21	0	0.102466	0	0.90457	328.855	-3050.21	-204.724	0	1990.96	0	0	0	990.91	0	84.1009	0	0.141301	0	530.439	0	-3050.21	0	0.102466	0	-3050.21	-0.3	-1.02681	-0.171093	0.0846695	0	994.472	3.02405	-5485.31	0	-17574.5	0	-68.3006	0	990.91	0	84.1009	0	0.141301	0	530.439	0	-3050.21	0	0.102466	0	0.90457	328.855	0	-0.0336907	0	
0.537	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.919	0	84.1643	0	0.141026	0	531.433	0	-3050.23	0	0.102607	0	-4309.54	0	15600.4	0	68.0015	0	990.919	0	84.1643	0	0.141026	0	531.433	0	-3050.23	0	0.102607	0	0.904568	328.855	-3050.23	-205.005	0	1990.94	0	0	0	990.919	0	84.1643	0	0.141026	0	531.433	0	-3050.23	0	0.102607	0	-3050.23	-0.3	-1.0277	-0.171494	0.0847323	0	994.487	3.02409	-5485.46	0	-17591.4	0	-68.0015	0	990.919	0	84.1643	0	0.141026	0	531.433	0	-3050.23	0	0.102607	0	0.904568	328.855	0	-0.0336907	0	
0.538	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.928	0	84.2275	0	0.140752	0	532.427	0	-3050.24	0	0.102748	0	-4309.1	0	15617.3	0	67.7026	0	990.928	0	84.2275	0	0.140752	0	532.427	0	-3050.24	0	0.102748	0	0.904566	328.855	-3050.24	-205.285	0	1990.91	0	0	0	990.928	0	84.2275	0	0.140752	0	532.427	0	-3050.24	0	0.102748	0	-3050.24	-0.3	-1.0286	-0.171893	0.0847947	0	994.501	3.02414	-5485.61	0	-17608.2	0	-67.7026	0	990.928	0	84.2275	0	0.140752	0	532.427	0	-3050.24	0	0.102748	0	0.904566	328.855	0	-0.0336907	0	
0.539	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.937	0	84.2902	0	0.140479	0	533.422	0	-3050.26	0	0.102889	0	-4308.67	0	15634	0	67.4038	0	990.937	0	84.2902	0	0.140479	0	533.422	0	-3050.26	0	0.102889	0	0.904565	328.854	-3050.26	-205.565	0	1990.88	0	0	0	990.937	0	84.2902	0	0.140479	0	533.422	0	-3050.26	0	0.102889	0	-3050.26	-0.3	-1.02948	-0.17229	0.0848568	0	994.516	3.02418	-5485.76	0	-17624.9	0	-67.4038	0	990.937	0	84.2902	0	0.140479	0	533.422	0	-3050.26	0	0.102889	0	0.904565	328.854	0	-0.0336907	0	
0.54	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.947	0	84.3526	0	0.140207	0	534.416	0	-3050.28	0	0.103029	0	-4308.24	0	15650.6	0	67.1052	0	990.947	0	84.3526	0	0.140207	0	534.416	0	-3050.28	0	0.103029	0	0.904563	328.854	-3050.28	-205.845	0	1990.85	0	0	0	990.947	0	84.3526	0	0.140207	0	534.416	0	-3050.28	0	0.103029	0	-3050.28	-0.3	-1.03037	-0.172686	0.0849186	0	994.53	3.02423	-5485.91	0	-17641.5	0	-67.1052	0	990.947	0	84.3526	0	0.140207	0	534.416	0	-3050.28	0	0.103029	0	0.904563	328.854	0	-0.0336907	0	
0.541	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.956	0	84.4147	0	0.139937	0	535.41	0	-3050.3	0	0.103169	0	-4307.82	0	15667.2	0	66.8068	0	990.956	0	84.4147	0	0.139937	0	535.41	0	-3050.3	0	0.103169	0	0.904561	328.854	-3050.3	-206.124	0	1990.82	0	0	0	990.956	0	84.4147	0	0.139937	0	535.41	0	-3050.3	0	0.103169	0	-3050.3	-0.3	-1.03124	-0.173079	0.0849799	0	994.545	3.02427	-5486.06	0	-17658	0	-66.8068	0	990.956	0	84.4147	0	0.139937	0	535.41	0	-3050.3	0	0.103169	0	0.904561	328.854	0	-0.0336907	0	
0.542	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.965	0	84.4764	0	0.139667	0	536.405	0	-3050.32	0	0.103309	0	-4307.39	0	15683.6	0	66.5086	0	990.965	0	84.4764	0	0.139667	0	536.405	0	-3050.32	0	0.103309	0	0.90456	328.854	-3050.32	-206.402	0	1990.79	0	0	0	990.965	0	84.4764	0	0.139667	0	536.405	0	-3050.32	0	0.103309	0	-3050.32	-0.3	-1.03211	-0.17347	0.085041	0	994.559	3.02432	-5486.21	0	-17674.4	0	-66.5086	0	990.965	0	84.4764	0	0.139667	0	536.405	0	-3050.32	0	0.103309	0	0.90456	328.854	0	-0.0336907	0	
0.543	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.975	0	84.5378	0	0.139399	0	537.399	0	-3050.33	0	0.103449	0	-4306.96	0	15700	0	66.2106	0	990.975	0	84.5378	0	0.139399	0	537.399	0	-3050.33	0	0.103449	0	0.904558	328.854	-3050.33	-206.68	0	1990.76	0	0	0	990.975	0	84.5378	0	0.139399	0	537.399	0	-3050.33	0	0.103449	0	-3050.33	-0.3	-1.03298	-0.173859	0.0851016	0	994.574	3.02436	-5486.36	0	-17690.8	0	-66.2106	0	990.975	0	84.5378	0	0.139399	0	537.399	0	-3050.33	0	0.103449	0	0.904558	328.854	0	-0.0336907	0	
0.544	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.984	0	84.5988	0	0.139132	0	538.394	0	-3050.35	0	0.103588	0	-4306.53	0	15716.3	0	65.9127	0	990.984	0	84.5988	0	0.139132	0	538.394	0	-3050.35	0	0.103588	0	0.904556	328.854	-3050.35	-206.957	0	1990.73	0	0	0	990.984	0	84.5988	0	0.139132	0	538.394	0	-3050.35	0	0.103588	0	-3050.35	-0.3	-1.03384	-0.174247	0.085162	0	994.588	3.02441	-5486.51	0	-17707	0	-65.9127	0	990.984	0	84.5988	0	0.139132	0	538.394	0	-3050.35	0	0.103588	0	0.904556	328.854	0	-0.0336907	0	
0.545	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	990.993	0	84.6595	0	0.138867	0	539.388	0	-3050.37	0	0.103727	0	-4306.11	0	15732.5	0	65.6151	0	990.993	0	84.6595	0	0.138867	0	539.388	0	-3050.37	0	0.103727	0	0.904554	328.854	-3050.37	-207.234	0	1990.7	0	0	0	990.993	0	84.6595	0	0.138867	0	539.388	0	-3050.37	0	0.103727	0	-3050.37	-0.3	-1.0347	-0.174632	0.085222	0	994.603	3.02445	-5486.66	0	-17723.2	0	-65.6151	0	990.993	0	84.6595	0	0.138867	0	539.388	0	-3050.37	0	0.103727	0	0.904554	328.854	0	-0.0336907	0	
0.546	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.003	0	84.7198	0	0.138602	0	540.382	0	-3050.39	0	0.103866	0	-4305.68	0	15748.6	0	65.3177	0	991.003	0	84.7198	0	0.138602	0	540.382	0	-3050.39	0	0.103866	0	0.904553	328.854	-3050.39	-207.51	0	1990.68	0	0	0	991.003	0	84.7198	0	0.138602	0	540.382	0	-3050.39	0	0.103866	0	-3050.39	-0.3	-1.03555	-0.175015	0.0852816	0	994.617	3.0245	-5486.81	0	-17739.3	0	-65.3177	0	991.003	0	84.7198	0	0.138602	0	540.382	0	-3050.39	0	0.103866	0	0.904553	328.854	0	-0.0336907	0	
0.547	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.012	0	84.7798	0	0.138339	0	541.377	0	-3050.41	0	0.104004	0	-4305.26	0	15764.6	0	65.0205	0	991.012	0	84.7798	0	0.138339	0	541.377	0	-3050.41	0	0.104004	0	0.904551	328.854	-3050.41	-207.786	0	1990.65	0	0	0	991.012	0	84.7798	0	0.138339	0	541.377	0	-3050.41	0	0.104004	0	-3050.41	-0.3	-1.0364	-0.175396	0.0853409	0	994.632	3.02454	-5486.96	0	-17755.3	0	-65.0205	0	991.012	0	84.7798	0	0.138339	0	541.377	0	-3050.41	0	0.104004	0	0.904551	328.854	0	-0.0336907	0	
0.548	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.021	0	84.8395	0	0.138077	0	542.371	0	-3050.43	0	0.104142	0	-4304.83	0	15780.6	0	64.7236	0	991.021	0	84.8395	0	0.138077	0	542.371	0	-3050.43	0	0.104142	0	0.904549	328.854	-3050.43	-208.061	0	1990.62	0	0	0	991.021	0	84.8395	0	0.138077	0	542.371	0	-3050.43	0	0.104142	0	-3050.43	-0.3	-1.03725	-0.175775	0.0853999	0	994.646	3.02459	-5487.11	0	-17771.2	0	-64.7236	0	991.021	0	84.8395	0	0.138077	0	542.371	0	-3050.43	0	0.104142	0	0.904549	328.854	0	-0.0336907	0	
0.549	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.031	0	84.8988	0	0.137816	0	543.366	0	-3050.44	0	0.10428	0	-4304.41	0	15796.4	0	64.427	0	991.031	0	84.8988	0	0.137816	0	543.366	0	-3050.44	0	0.10428	0	0.904548	328.854	-3050.44	-208.335	0	1990.59	0	0	0	991.031	0	84.8988	0	0.137816	0	543.366	0	-3050.44	0	0.10428	0	-3050.44	-0.3	-1.03808	-0.176152	0.0854585	0	994.661	3.02463	-5487.25	0	-17787	0	-64.427	0	991.031	0	84.8988	0	0.137816	0	543.366	0	-3050.44	0	0.10428	0	0.904548	328.854	0	-0.0336907	0	
0.55	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.04	0	84.9578	0	0.137556	0	544.36	0	-3050.46	0	0.104418	0	-4303.99	0	15812.2	0	64.1307	0	991.04	0	84.9578	0	0.137556	0	544.36	0	-3050.46	0	0.104418	0	0.904546	328.854	-3050.46	-208.609	0	1990.56	0	0	0	991.04	0	84.9578	0	0.137556	0	544.36	0	-3050.46	0	0.104418	0	-3050.46	-0.3	-1.03892	-0.176527	0.0855168	0	994.675	3.02467	-5487.4	0	-17802.7	0	-64.1307	0	991.04	0	84.9578	0	0.137556	0	544.36	0	-3050.46	0	0.104418	0	0.904546	328.854	0	-0.0336907	0	
0.551	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.05	0	85.0165	0	0.137298	0	545.355	0	-3050.48	0	0.104556	0	-4303.57	0	15827.8	0	63.8346	0	991.05	0	85.0165	0	0.137298	0	545.355	0	-3050.48	0	0.104556	0	0.904544	328.854	-3050.48	-208.883	0	1990.53	0	0	0	991.05	0	85.0165	0	0.137298	0	545.355	0	-3050.48	0	0.104556	0	-3050.48	-0.3	-1.03975	-0.1769	0.0855748	0	994.69	3.02472	-5487.55	0	-17818.4	0	-63.8346	0	991.05	0	85.0165	0	0.137298	0	545.355	0	-3050.48	0	0.104556	0	0.904544	328.854	0	-0.0336907	0	
0.552	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.059	0	85.0748	0	0.137041	0	546.349	0	-3050.5	0	0.104693	0	-4303.14	0	15843.4	0	63.5389	0	991.059	0	85.0748	0	0.137041	0	546.349	0	-3050.5	0	0.104693	0	0.904542	328.853	-3050.5	-209.156	0	1990.5	0	0	0	991.059	0	85.0748	0	0.137041	0	546.349	0	-3050.5	0	0.104693	0	-3050.5	-0.3	-1.04057	-0.177271	0.0856324	0	994.704	3.02476	-5487.7	0	-17833.9	0	-63.5389	0	991.059	0	85.0748	0	0.137041	0	546.349	0	-3050.5	0	0.104693	0	0.904542	328.853	0	-0.0336907	0	
0.553	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.069	0	85.1328	0	0.136785	0	547.344	0	-3050.52	0	0.10483	0	-4302.72	0	15858.9	0	63.2435	0	991.069	0	85.1328	0	0.136785	0	547.344	0	-3050.52	0	0.10483	0	0.90454	328.853	-3050.52	-209.428	0	1990.48	0	0	0	991.069	0	85.1328	0	0.136785	0	547.344	0	-3050.52	0	0.10483	0	-3050.52	-0.3	-1.04139	-0.17764	0.0856897	0	994.718	3.02481	-5487.85	0	-17849.4	0	-63.2435	0	991.069	0	85.1328	0	0.136785	0	547.344	0	-3050.52	0	0.10483	0	0.90454	328.853	0	-0.0336907	0	
0.554	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.078	0	85.1905	0	0.13653	0	548.338	0	-3050.54	0	0.104966	0	-4302.3	0	15874.4	0	62.9484	0	991.078	0	85.1905	0	0.13653	0	548.338	0	-3050.54	0	0.104966	0	0.904539	328.853	-3050.54	-209.7	0	1990.45	0	0	0	991.078	0	85.1905	0	0.13653	0	548.338	0	-3050.54	0	0.104966	0	-3050.54	-0.3	-1.04221	-0.178007	0.0857466	0	994.733	3.02485	-5487.99	0	-17864.8	0	-62.9484	0	991.078	0	85.1905	0	0.13653	0	548.338	0	-3050.54	0	0.104966	0	0.904539	328.853	0	-0.0336907	0	
0.555	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.087	0	85.2478	0	0.136276	0	549.333	0	-3050.56	0	0.105103	0	-4301.89	0	15889.7	0	62.6537	0	991.087	0	85.2478	0	0.136276	0	549.333	0	-3050.56	0	0.105103	0	0.904537	328.853	-3050.56	-209.972	0	1990.42	0	0	0	991.087	0	85.2478	0	0.136276	0	549.333	0	-3050.56	0	0.105103	0	-3050.56	-0.3	-1.04302	-0.178373	0.0858033	0	994.747	3.0249	-5488.14	0	-17880.1	0	-62.6537	0	991.087	0	85.2478	0	0.136276	0	549.333	0	-3050.56	0	0.105103	0	0.904537	328.853	0	-0.0336907	0	
0.556	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.097	0	85.3049	0	0.136024	0	550.328	0	-3050.58	0	0.105239	0	-4301.47	0	15904.9	0	62.3594	0	991.097	0	85.3049	0	0.136024	0	550.328	0	-3050.58	0	0.105239	0	0.904535	328.853	-3050.58	-210.243	0	1990.39	0	0	0	991.097	0	85.3049	0	0.136024	0	550.328	0	-3050.58	0	0.105239	0	-3050.58	-0.3	-1.04382	-0.178736	0.0858596	0	994.761	3.02494	-5488.29	0	-17895.3	0	-62.3594	0	991.097	0	85.3049	0	0.136024	0	550.328	0	-3050.58	0	0.105239	0	0.904535	328.853	0	-0.0336907	0	
0.557	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	991.106	0	85.3616	0	0.135772	0	551.322	0	-3050.6	0	0.105375	0	-4301.05	0	15920.1	0	62.0654	0	991.106	0	85.3616	0	0.135772	0	551.322	0	-3050.6	0	0.105375	0	0.904533	328.853	-3050.6	-210.514	0	1990.36	0	0	0	991.106	0	85.3616	0	0.135772	0	551.322	0	-3050.6	0	0.105375	0	-3050.6	-0.3	-1.04462	-0.179097	0.0859155	0	994.776	3.02498	-5488.44	0	-17910.5	0	-62.0654	0	991.106	0	85.3616	0	0.135772	0	551.322	0	-3050.6	0	0.105375	0	0.904533	328.853	0	-0.0336907	0	
